company,location,us_state,country,continent,total_laid_off,date_layoffs,pct_workforce,industry,stage,funds_raised_mil,year,layoff_year,layoff_month,layoff_quarter,company_size_category,department,severance_weeks,ai_related,reason,data_source
Zipcar,Boston,Massachusetts,United States,North America,100,2020-03-27,20.0,Transportation,Acquired,107.0,2020,2020,2020-03,2020-Q1,Mid-size (100-999),,,,,main
KeepTruckin,San Francisco,California,United States,North America,349,2020-03-31,18.0,Transportation,Series D,227.0,2020,2020,2020-03,2020-Q1,Mid-size (100-999),,,,,main
Turo,San Francisco,California,United States,North America,108,2020-03-31,30.0,Transportation,Series E,467.0,2020,2020,2020-03,2020-Q1,Mid-size (100-999),,,,,main
uShip,Austin,Texas,United States,North America,65,2020-03-31,37.0,Transportation,Series D,69.0,2020,2020,2020-03,2020-Q1,Small (<100),,,,,main
Arrive Logistics,Austin,Texas,United States,North America,75,2020-04-03,7.0,Transportation,Series B,35.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Scoop,San Francisco,California,United States,North America,92,2020-04-08,33.0,Transportation,Series C,95.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Tekion,Bengaluru,Karnataka,India,Asia,300,2023-08-02,10.0,Other,Series D,435.0,2023,2023,2023-08,2023-Q3,Mid-size (100-999),,,,,main
EasyPost,San Francisco,California,United States,North America,50,2020-04-13,25.0,Transportation,Series A,12.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Zoox,Forster City,California,United States,North America,100,2020-04-13,10.0,Transportation,Series B,955.0,2020,2020,2020-04,2020-Q2,Mid-size (100-999),,,,,main
Kodiak Robotics,Mountain View,California,United States,North America,15,2020-04-15,20.0,Transportation,Series A,40.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
CarGurus,Boston,Massachusetts,United States,North America,130,2020-04-16,13.0,Transportation,Post-IPO,1.0,2020,2020,2020-04,2020-Q2,Mid-size (100-999),,,,,main
Ike,San Francisco,California,United States,North America,10,2020-04-22,14.0,Transportation,Series A,52.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Divergent 3D,Los Angeles,California,United States,North America,57,2020-04-24,36.0,Transportation,Series B,88.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Lime,San Francisco,California,United States,North America,80,2020-04-29,13.0,Transportation,Series D,765.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Lyft,San Francisco,California,United States,North America,982,2020-04-29,17.0,Transportation,Post-IPO,4900.0,2020,2020,2020-04,2020-Q2,Mid-size (100-999),,,,,main
TranSan Francisco Bay Areaix,New York City,New York,United States,North America,24,2020-04-29,10.0,Transportation,Series D,128.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Uber,San Francisco,California,United States,North America,3700,2020-05-06,14.0,Transportation,Post-IPO,24700.0,2020,2020,2020-05,2020-Q2,"Large (1,000-4,999)",,,,,main
Jump,New York City,New York,United States,North America,500,2020-05-07,100.0,Transportation,Acquired,11.0,2020,2020,2020-05,2020-Q2,Mid-size (100-999),,,,,main
Cruise,San Francisco,California,United States,North America,150,2020-05-14,8.0,Transportation,Acquired,5300.0,2020,2020,2020-05,2020-Q2,Mid-size (100-999),,,,,main
Ridecell,San Francisco,California,United States,North America,35,2020-05-14,15.0,Transportation,Series B,73.0,2020,2020,2020-05,2020-Q2,Small (<100),,,,,main
Uber,San Francisco,California,United States,North America,3000,2020-05-18,13.0,Transportation,Post-IPO,24700.0,2020,2020,2020-05,2020-Q2,"Large (1,000-4,999)",,,,,main
Samsara,San Francisco,California,United States,North America,300,2020-05-20,18.0,Transportation,Series F,530.0,2020,2020,2020-05,2020-Q2,Mid-size (100-999),,,,,main
TrueCar,Los Angeles,California,United States,North America,219,2020-05-28,30.0,Transportation,Post-IPO,340.0,2020,2020,2020-05,2020-Q2,Mid-size (100-999),,,,,main
Rivian,Detroit,Michigan,United States,North America,40,2020-06-02,2.0,Transportation,Post-IPO,10700.0,2020,2020,2020-06,2020-Q2,Small (<100),,,,,main
SpotHero,Chicago,Illinois,United States,North America,40,2020-06-03,21.0,Transportation,Series D,117.0,2020,2020,2020-06,2020-Q2,Small (<100),,,,,main
Waze,Palo Alto,California,United States,North America,30,2020-09-09,5.0,Transportation,Acquired,67.0,2020,2020,2020-09,2020-Q3,Small (<100),,,,,main
Virgin Hyperloop,Los Angeles,California,United States,North America,111,2022-02-21,50.0,Transportation,Unknown,368.0,2022,2022,2022-02,2022-Q1,Mid-size (100-999),,,,,main
Rad Power Bikes,Seattle,Washington,United States,North America,100,2022-04-12,14.0,Transportation,Series D,329.0,2022,2022,2022-04,2022-Q2,Mid-size (100-999),,,,,main
Reef,Miami,Florida,United States,North America,750,2022-05-06,5.0,Transportation,Unknown,,2022,2022,2022-05,2022-Q2,Mid-size (100-999),,,,,main
Vroom,New York City,New York,United States,North America,270,2022-05-09,14.0,Transportation,Post-IPO,,2022,2022,2022-05,2022-Q2,Mid-size (100-999),,,,,main
Carvana,Phoenix,Arizona,United States,North America,2500,2022-05-10,12.0,Transportation,Post-IPO,,2022,2022,2022-05,2022-Q2,"Large (1,000-4,999)",,,,,main
Stord,Atlanta,Georgia,United States,North America,59,2022-06-02,8.0,Transportation,Series D,325.0,2022,2022,2022-06,2022-Q2,Small (<100),,,,,main
Bird,Los Angeles,California,United States,North America,138,2022-06-07,23.0,Transportation,Post-IPO,783.0,2022,2022,2022-06,2022-Q2,Mid-size (100-999),,,,,main
Convoy,Seattle,Washington,United States,North America,90,2022-06-09,7.0,Transportation,Series E,1100.0,2022,2022,2022-06,2022-Q2,Small (<100),,,,,main
Superpedestrian,Boston,Massachusetts,United States,North America,35,2022-06-22,7.0,Transportation,Series C,261.0,2022,2022,2022-06,2022-Q2,Small (<100),,,,,main
Baton,San Francisco,California,United States,North America,16,2022-06-29,25.0,Transportation,Series A,13.0,2022,2022,2022-06,2022-Q2,Small (<100),,,,,main
Fi.Money,Bengaluru,Karnataka,India,Asia,30,2023-09-27,10.0,Finance,Series C,137.0,2023,2023,2023-09,2023-Q3,Small (<100),,,,,main
Canoo,Los Angeles,California,United States,North America,58,2022-07-01,6.0,Transportation,Post-IPO,300.0,2022,2022,2022-07,2022-Q3,Small (<100),,,,,main
Argo AI,Pittsburgh,Pennsylvania,United States,North America,150,2022-07-07,5.0,Transportation,Unknown,,2022,2022,2022-07,2022-Q3,Mid-size (100-999),,,,,main
Fabric,New York City,New York,United States,North America,120,2022-07-13,40.0,Transportation,Series C,336.0,2022,2022,2022-07,2022-Q3,Mid-size (100-999),,,,,main
Project44,Chicago,Illinois,United States,North America,63,2022-07-15,5.0,Transportation,Unknown,817.0,2022,2022,2022-07,2022-Q3,Small (<100),,,,,main
Lyft,San Francisco,California,United States,North America,60,2022-07-20,2.0,Transportation,Post-IPO,4900.0,2022,2022,2022-07,2022-Q3,Small (<100),,,,,main
Rad Power Bikes,Seattle,Washington,United States,North America,63,2022-07-21,10.0,Transportation,Series D,329.0,2022,2022,2022-07,2022-Q3,Small (<100),,,,,main
Rivian,Detroit,Michigan,United States,North America,840,2022-07-27,6.0,Transportation,Post-IPO,10700.0,2022,2022,2022-07,2022-Q3,Mid-size (100-999),,,,,main
FourKites,Chicago,Illinois,United States,North America,60,2022-08-11,8.0,Transportation,Series D,201.0,2022,2022,2022-08,2022-Q3,Small (<100),,,,,main
Spin,San Francisco,California,United States,North America,78,2022-09-30,10.0,Transportation,Acquired,8.0,2022,2022,2022-09,2022-Q3,Small (<100),,,,,main
Argo AI,Pittsburgh,Pennsylvania,United States,North America,173,2022-10-26,6.1,Transportation,Unknown,3600.0,2022,2022,2022-10,2022-Q4,Mid-size (100-999),,,,,main
Lyft,San Francisco,California,United States,North America,700,2022-11-03,13.0,Transportation,Post-IPO,4900.0,2022,2022,2022-11,2022-Q4,Mid-size (100-999),,,,,main
Shippo,San Francisco,California,United States,North America,60,2022-11-03,20.0,Transportation,Series E,154.0,2022,2022,2022-11,2022-Q4,Small (<100),,,,,main
Carvana,Phoenix,Arizona,United States,North America,1500,2022-11-18,8.0,Transportation,Post-IPO,1600.0,2022,2022,2022-11,2022-Q4,"Large (1,000-4,999)",,,,,main
Nuro,Mountain View,California,United States,North America,300,2022-11-18,20.0,Transportation,Series D,2100.0,2022,2022,2022-11,2022-Q4,Mid-size (100-999),,,,,main
Motive,San Francisco,California,United States,North America,237,2022-12-07,6.0,Transportation,Series F,567.0,2022,2022,2022-12,2022-Q4,Mid-size (100-999),,,,,main
TuSimple,San Diego,California,United States,North America,350,2022-12-21,25.0,Transportation,Post-IPO,648.0,2022,2022,2022-12,2022-Q4,Mid-size (100-999),,,,,main
Flexport,San Francisco,California,United States,North America,640,2023-01-11,20.0,Transportation,Series E,2400.0,2023,2023,2023-01,2023-Q1,Mid-size (100-999),,,,,main
Vroom,New York City,New York,United States,North America,275,2023-01-18,20.0,Transportation,Post-IPO,,2023,2023,2023-01,2023-Q1,Mid-size (100-999),,,,,main
Uber Freight,San Francisco,California,United States,North America,150,2023-01-23,3.0,Transportation,Subsidiary,2700.0,2023,2023,2023-01,2023-Q1,Mid-size (100-999),,,,,main
Waymo,Mountain View,California,United States,North America,209,2023-03-01,8.0,Transportation,Subsidiary,5500.0,2023,2023,2023-03,2023-Q1,Mid-size (100-999),,,,,main
Embark Trucks,San Francisco,California,United States,North America,230,2023-03-03,70.0,Transportation,Post-IPO,317.0,2023,2023,2023-03,2023-Q1,Mid-size (100-999),,,,,main
Arrival,London,England,United Kingdom,Europe,480,2022-07-13,30.0,Transportation,Post-IPO,629.0,2022,2022,2022-07,2022-Q3,Mid-size (100-999),,,,,main
AEye,San Francisco,California,United States,North America,46,2023-03-28,33.0,Transportation,Post-IPO,314.0,2023,2023,2023-03,2023-Q1,Small (<100),,,,,main
Lucid Motors,Newark,California,United States,North America,1300,2023-03-28,18.0,Transportation,Post-IPO,8300.0,2023,2023,2023-03,2023-Q1,"Large (1,000-4,999)",,,,,main
Flock Freight,San Diego,California,United States,North America,45,2023-04-10,8.0,Transportation,Series D,399.0,2023,2023,2023-04,2023-Q2,Small (<100),,,,,main
Lyft,San Francisco,California,United States,North America,1072,2023-04-21,26.0,Transportation,Post-IPO,4900.0,2023,2023,2023-04,2023-Q2,"Large (1,000-4,999)",,,,,main
Vroom,New York City,New York,United States,North America,120,2023-04-27,11.0,Transportation,Post-IPO,1300.0,2023,2023,2023-04,2023-Q2,Mid-size (100-999),,,,,main
Nuro,Mountain View,California,United States,North America,340,2023-05-12,30.0,Transportation,Series D,2100.0,2023,2023,2023-05,2023-Q2,Mid-size (100-999),,,,,main
Project44,Chicago,Illinois,United States,North America,130,2023-05-26,10.0,Transportation,Unknown,817.0,2023,2023,2023-05,2023-Q2,Mid-size (100-999),,,,,main
TrueCar,Los Angeles,California,United States,North America,102,2023-06-14,24.0,Transportation,Post-IPO,340.0,2023,2023,2023-06,2023-Q2,Mid-size (100-999),,,,,main
Uber,San Francisco,California,United States,North America,200,2023-06-21,1.0,Transportation,Post-IPO,25200.0,2023,2023,2023-06,2023-Q2,Mid-size (100-999),,,,,main
SolarEdge,Tel Aviv,non,Israel,Asia,900,2024-01-21,16.0,Energy,Post-IPO,155.0,2024,2024,2024-01,2024-Q1,Mid-size (100-999),,,,,main
Convoy,Seattle,Washington,United States,North America,30,2023-06-26,5.0,Transportation,Series E,1100.0,2023,2023,2023-06,2023-Q2,Small (<100),,,,,main
Freightos,Miami,Florida,United States,North America,50,2023-07-12,13.0,Transportation,Post-IPO,118.0,2023,2023,2023-07,2023-Q3,Small (<100),,,,,main
Nexar,New York City,New York,United States,North America,17,2023-09-04,14.0,Transportation,Series D,149.0,2023,2023,2023-09,2023-Q3,Small (<100),,,,,main
Flexe,Seattle,Washington,United States,North America,131,2023-09-26,33.0,Transportation,Series D,263.0,2023,2023,2023-09,2023-Q3,Mid-size (100-999),,,,,main
Convoy,Seattle,Washington,United States,North America,500,2023-10-19,100.0,Transportation,Series E,1100.0,2023,2023,2023-10,2023-Q4,Mid-size (100-999),,,,,main
Our Next Energy,Detroit,Michigan,United States,North America,128,2023-11-27,25.0,Transportation,Series B,390.0,2023,2023,2023-11,2023-Q4,Mid-size (100-999),,,,,main
Cruise,San Francisco,California,United States,North America,900,2023-12-14,24.0,Transportation,Acquired,15000.0,2023,2023,2023-12,2023-Q4,Mid-size (100-999),,,,,main
Flexe,Seattle,Washington,United States,North America,99,2024-01-08,38.0,Transportation,Series D,263.0,2024,2024,2024-01,2024-Q1,Small (<100),,,,,main
First Mode,Seattle,Washington,United States,North America,48,2024-01-16,20.0,Transportation,Acquired,9.0,2024,2024,2024-01,2024-Q1,Small (<100),,,,,main
Vroom,New York City,New York,United States,North America,800,2024-01-23,90.0,Transportation,Post-IPO,1.0,2024,2024,2024-01,2024-Q1,Mid-size (100-999),,,,,main
Veho,Boulder,Colorado,United States,North America,65,2024-01-25,19.0,Transportation,Series B,299.0,2024,2024,2024-01,2024-Q1,Small (<100),,,,,main
Our Next Energy,Detroit,Michigan,United States,North America,40,2024-03-04,13.0,Transportation,Series B,390.0,2024,2024,2024-03,2024-Q1,Small (<100),,,,,main
Phantom Auto,San Francisco,California,United States,North America,100,2024-03-12,100.0,Transportation,Unknown,86.0,2024,2024,2024-03,2024-Q1,Mid-size (100-999),,,,,main
Ghost Autonomy,Mountain View,California,United States,North America,100,2024-04-05,100.0,Transportation,Series E,247.0,2024,2024,2024-04,2024-Q2,Mid-size (100-999),,,,,main
Fabric,New York City,New York,United States,North America,30,2024-04-11,15.0,Transportation,Series C,336.0,2024,2024,2024-04,2024-Q2,Small (<100),,,,,main
Luminar,Orlando,Florida,United States,North America,147,2024-05-04,20.0,Transportation,Post-IPO,780.0,2024,2024,2024-05,2024-Q2,Mid-size (100-999),,,,,main
Motional,Pittsburgh,Pennsylvania,United States,North America,550,2024-05-10,40.0,Transportation,Unknown,,2024,2024,2024-05,2024-Q2,Mid-size (100-999),,,,,main
Lucid Motors,Newark,California,United States,North America,400,2024-05-24,6.0,Transportation,Post-IPO,8300.0,2024,2024,2024-05,2024-Q2,Mid-size (100-999),,,,,main
Lyft,San Francisco,California,United States,North America,30,2024-09-04,1.0,Transportation,Post-IPO,5.0,2024,2024,2024-09,2024-Q3,Small (<100),,,,,main
Nikola,Phoenix,Arizona,United States,North America,130,2024-10-11,15.0,Transportation,Post-IPO,3.0,2024,2024,2024-10,2024-Q4,Mid-size (100-999),,,,,main
Pandion,Seattle,Washington,United States,North America,63,2025-01-10,100.0,Transportation,Series B,76.0,2025,2025,2025-01,2025-Q1,Small (<100),,,,,main
Cruise,San Francisco,California,United States,North America,1000,2025-02-04,50.0,Transportation,Acquired,15000.0,2025,2025,2025-02,2025-Q1,"Large (1,000-4,999)",,,,,main
Turo,San Francisco,California,United States,North America,150,2025-04-26,17.0,Transportation,Series E,467.0,2025,2025,2025-04,2025-Q2,Mid-size (100-999),,,,,main
Rivian,Los Angeles,California,United States,North America,140,2025-06-26,1.0,Transportation,Post-IPO,10700.0,2025,2025,2025-06,2025-Q2,Mid-size (100-999),,,,,main
Incredible Health,San Francisco,California,United States,North America,9,2020-04-01,40.0,Healthcare,Series A,15.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
PatientPop,Los Angeles,California,United States,North America,100,2020-04-01,20.0,Healthcare,Series B,75.0,2020,2020,2020-04,2020-Q2,Mid-size (100-999),,,,,main
Sage Therapeutics,Boston,Massachusetts,United States,North America,340,2020-04-07,53.0,Healthcare,Post-IPO,438.0,2020,2020,2020-04,2020-Q2,Mid-size (100-999),,,,,main
Forward,San Francisco,California,United States,North America,10,2020-04-20,3.0,Healthcare,Series C,100.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Licious,Bengaluru,Karnataka,India,Asia,80,2024-02-09,3.0,Food,Series F,490.0,2024,2024,2024-02,2024-Q1,Small (<100),,,,,main
Komodo Health,San Francisco,California,United States,North America,23,2020-04-20,9.0,Healthcare,Series C,50.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
RealSelf,Seattle,Washington,United States,North America,40,2020-04-21,13.0,Healthcare,Series B,42.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Oscar Health,New York City,New York,United States,North America,70,2020-04-23,5.0,Healthcare,Unknown,,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Welkin Health,San Francisco,California,United States,North America,10,2020-04-24,33.0,Healthcare,Series B,29.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Redox,Madison,Wisconsin,United States,North America,44,2020-06-16,25.0,Healthcare,Series C,50.0,2020,2020,2020-06,2020-Q2,Small (<100),,,,,main
Alto Pharmacy,San Francisco,California,United States,North America,47,2020-09-29,6.0,Healthcare,Series D,356.0,2020,2020,2020-09,2020-Q3,Small (<100),,,,,main
Bridge Connector,Nashville,Tennessee,United States,North America,154,2020-11-17,100.0,Healthcare,Series B,45.0,2020,2020,2020-11,2020-Q4,Mid-size (100-999),,,,,main
Adaptive Biotechnology,Seattle,Washington,United States,North America,100,2022-03-08,12.0,Healthcare,Post-IPO,406.0,2022,2022,2022-03,2022-Q1,Mid-size (100-999),,,,,main
Ahead,San Francisco,California,United States,North America,44,2022-04-14,100.0,Healthcare,Unknown,9.0,2022,2022,2022-04,2022-Q2,Small (<100),,,,,main
Carbon Health,San Francisco,California,United States,North America,250,2022-06-02,8.0,Healthcare,Series D,522.0,2022,2022,2022-06,2022-Q2,Mid-size (100-999),,,,,main
Truepill,Hayward,California,United States,North America,150,2022-06-08,15.0,Healthcare,Series D,255.0,2022,2022,2022-06,2022-Q2,Mid-size (100-999),,,,,main
SummerBio,Menlo Park,California,United States,North America,101,2022-06-20,100.0,Healthcare,Unknown,7.0,2022,2022,2022-06,2022-Q2,Mid-size (100-999),,,,,main
Sidecar Health,Los Angeles,California,United States,North America,110,2022-06-28,40.0,Healthcare,Series C,163.0,2022,2022,2022-06,2022-Q2,Mid-size (100-999),,,,,main
Calibrate,New York City,New York,United States,North America,156,2022-07-08,24.0,Healthcare,Series B,127.0,2022,2022,2022-07,2022-Q3,Mid-size (100-999),,,,,main
Olive AI,Columbus,Ohio,United States,North America,450,2022-07-19,31.0,Healthcare,Series H,856.0,2022,2022,2022-07,2022-Q3,Mid-size (100-999),,,,,main
RealSelf,Seattle,Washington,United States,North America,11,2022-07-21,5.0,Healthcare,Series B,42.0,2022,2022,2022-07,2022-Q3,Small (<100),,,,,main
Clarify Health,San Francisco,California,United States,North America,15,2022-07-22,5.0,Healthcare,Series D,328.0,2022,2022,2022-07,2022-Q3,Small (<100),,,,,main
Pear Therapeutics,Boston,Massachusetts,United States,North America,25,2022-07-25,9.0,Healthcare,Post-IPO,409.0,2022,2022,2022-07,2022-Q3,Small (<100),,,,,main
10X Genomics,Pleasanton,California,United States,North America,100,2022-08-04,8.0,Healthcare,Post-IPO,242.0,2022,2022,2022-08,2022-Q3,Mid-size (100-999),,,,,main
